시군구,번지,단지명,전용면적(㎡),계약년월,구,동
대구광역시 수성구 만촌동,1483,만촌삼정그린코아에듀파크,75.9909,202401,수성구,만촌동
대구광역시 수성구 만촌동,1429,메트로팔레스3,134.98,202401,수성구,만촌동
대구광역시 달서구 유천동,488,유천포스코더샵,84.9258,202401,달서구,유천동
대구광역시 달서구 본리동,Jan.74,성당래미안e-편한세상1단지,84.96,202401,달서구,본리동
대구광역시 수성구 범물동,1397,수성하늘채르레브,77.9966,202401,수성구,범물동
대구광역시 서구 평리동,1676,평리롯데캐슬,124.3429,202401,서구,평리동
대구광역시 서구 내당동,2346,e편한세상두류역,84.9286,202401,서구,내당동
대구광역시 북구 동천동,891,동화골든빌,57.6183,202401,북구,동천동
대구광역시 서구 내당동,2346,e편한세상두류역,84.9286,202401,서구,내당동
대구광역시 북구 칠성동2가,715,대구역 서희스타힐스,84.49,202401,북구,칠성동2가
대구광역시 동구 율하동,1402,대구율하2세계육상선수촌1단지,101.93,202401,동구,율하동
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,84.9371,202401,중구,남산동
대구광역시 동구 율암동,1297,대구 파라곤 프레스티지,84.9418,202401,동구,율암동
대구광역시 북구 침산동,227-1,한라스카이빌,59.9034,202401,북구,침산동
대구광역시 북구 동천동,915,칠곡3화성타운,59.91,202401,북구,동천동
대구광역시 북구 대현동,521,대현e-편한세상,128.2637,202401,북구,대현동
대구광역시 남구 봉덕동,862,강변코오롱하늘채,59.8284,202401,남구,봉덕동
대구광역시 북구 동천동,889,칠곡우방하이츠,59.96,202401,북구,동천동
대구광역시 동구 신천동,556-1,신천LH,53.46,202401,동구,신천동
대구광역시 동구 신천동,160-1,화성파크드림이스트밸리,84.9874,202401,동구,신천동
대구광역시 북구 서변동,1766,영남네오빌블루,84.7804,202401,북구,서변동
대구광역시 동구 신천동,200-1,신천청아람,74.4222,202401,동구,신천동
대구광역시 동구 신천동,200-1,신천청아람,74.4222,202401,동구,신천동
대구광역시 동구 신천동,1511,동대구비스타동원,84.8328,202401,동구,신천동
대구광역시 서구 중리동,1월 26일,중리롯데캐슬,100.696,202401,서구,중리동
대구광역시 서구 평리동,1676,평리롯데캐슬,99.0171,202401,서구,평리동
대구광역시 북구 구암동,695-2,칠곡건영,59.88,202401,북구,구암동
대구광역시 북구 검단동,887-8,유성청구,47.49,202401,북구,검단동
대구광역시 동구 도동,5월 20일,에덴공항3,59.95,202401,동구,도동
대구광역시 북구 칠성동2가,738,대구역한라하우젠트센텀,84.3074,202401,북구,칠성동2가
대구광역시 동구 용계동,728-1,용계삼산타운,29.64,202401,동구,용계동
대구광역시 북구 동천동,889,칠곡우방하이츠,59.96,202401,북구,동천동
대구광역시 북구 동천동,880-3,칠곡화성타운2차,41.62,202401,북구,동천동
대구광역시 중구 대봉동,770,더샵리비테르1차,74.2249,202401,중구,대봉동
대구광역시 남구 대명동,3060,교대역동서프라임36.5,76.244,202401,남구,대명동
대구광역시 동구 신서동,543,아름다운나날1,58.643,202401,동구,신서동
대구광역시 북구 국우동,1110,그린빌1차,49.57,202401,북구,국우동
대구광역시 북구 국우동,1080,그린빌6단지,51.49,202401,북구,국우동
대구광역시 서구 중리동,1월 26일,중리롯데캐슬,84.99,202401,서구,중리동
대구광역시 북구 대현동,531,대현한신휴플러스,75.94,202401,북구,대현동
대구광역시 북구 대현동,270-9,신영푸른마을,84.698,202401,북구,대현동
대구광역시 동구 지묘동,1386,LH뉴웰시티,59.99,202401,동구,지묘동
대구광역시 동구 신암동,193-1,73신암시영,37.82,202401,동구,신암동
대구광역시 동구 신암동,622,보성1차,81.2,202401,동구,신암동
대구광역시 동구 신암동,766,신암뜨란채,84.95,202401,동구,신암동
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,84.9371,202401,중구,남산동
대구광역시 중구 남산동,Jan.37,남산그린타운,69.2406,202401,중구,남산동
대구광역시 북구 구암동,695-2,칠곡건영,59.88,202401,북구,구암동
대구광역시 서구 평리동,1408,평리청구타운,59.89,202401,서구,평리동
대구광역시 동구 신천동,556-1,신천LH,53.46,202401,동구,신천동
대구광역시 동구 방촌동,1077-11,영남네오빌2차,59.9109,202401,동구,방촌동
대구광역시 중구 수창동,173,대구역센트럴자이,84.6421,202401,중구,수창동
대구광역시 북구 서변동,1769,동서변리벤빌,59.7309,202401,북구,서변동
대구광역시 북구 서변동,1793,화성리버파크2,59.9654,202401,북구,서변동
대구광역시 북구 침산동,1761,침산화성파크드림,84.9638,202401,북구,침산동
대구광역시 북구 구암동,786,그린빌3차,49.71,202401,북구,구암동
대구광역시 북구 구암동,695,칠곡한라타운2,84.84,202401,북구,구암동
대구광역시 달성군 화원읍 본리리,113-1,대구본리그린빌,75.6,202401,달성군,화원읍
대구광역시 달성군 옥포읍 교항리,1519,옥포제림뉴타운,59.84,202401,달성군,옥포읍
대구광역시 달서구 본동,247,그린맨션2차,84.87,202401,달서구,본동
대구광역시 달성군 다사읍 죽곡리,876,협성휴포레 죽곡,74.8842,202401,달성군,다사읍
대구광역시 달성군 옥포읍 본리리,2590,미진이지비아,59.9907,202401,달성군,옥포읍
대구광역시 달성군 화원읍 성산리,501,화원태왕타운,134.73,202401,달성군,화원읍
대구광역시 달서구 대곡동,1034,대곡역화성파크드림위드,59.8213,202401,달서구,대곡동
대구광역시 달성군 화원읍 구라리,1650,대곡역래미안,84.2858,202401,달성군,화원읍
대구광역시 달서구 감삼동,704,죽전역동화아이위시,84.8357,202401,달서구,감삼동
대구광역시 수성구 범어동,2257,범어센트럴푸르지오,84.955,202401,수성구,범어동
대구광역시 달서구 파호동,24,성서우방유쉘,84.9712,202401,달서구,파호동
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.2245,202401,달서구,유천동
대구광역시 북구 태전동,608-5,삼성,84.93,202401,북구,태전동
대구광역시 북구 팔달동,52,두산청구,60.0,202401,북구,팔달동
대구광역시 북구 매천동,741,매천센트럴파크,74.88,202401,북구,매천동
대구광역시 수성구 시지동,591,수성알파시티동화아이위시,84.914,202401,수성구,시지동
대구광역시 북구 팔달동,52,두산청구,84.945,202401,북구,팔달동
대구광역시 달서구 감삼동,704,죽전역동화아이위시,84.8357,202401,달서구,감삼동
대구광역시 달서구 이곡동,1256,성서와룡타운,59.98,202401,달서구,이곡동
대구광역시 달서구 이곡동,1256,성서와룡타운,59.98,202401,달서구,이곡동
대구광역시 달서구 장기동,535,장기협성휴포레,84.9631,202401,달서구,장기동
대구광역시 수성구 황금동,365,캐슬골드파크3단지,84.97,202401,수성구,황금동
대구광역시 달서구 진천동,602,진천역계룡리슈빌,84.859,202401,달서구,진천동
대구광역시 수성구 만촌동,641,수성풀비체,117.1203,202401,수성구,만촌동
대구광역시 수성구 신매동,162,시지반도유보라,84.9983,202401,수성구,신매동
대구광역시 달서구 이곡동,1304-1,성서2동서화성,73.36,202401,달서구,이곡동
대구광역시 수성구 범어동,177-3,마크팰리스범어,26.8033,202401,수성구,범어동
대구광역시 달서구 죽전동,251,동화로즈빌,71.2544,202401,달서구,죽전동
대구광역시 달서구 감삼동,521,우방드림시티,84.9328,202401,달서구,감삼동
대구광역시 달서구 유천동,597,진천역AK그랑폴리스,84.9663,202401,달서구,유천동
대구광역시 수성구 만촌동,1479,만촌3차화성파크드림,59.9994,202401,수성구,만촌동
대구광역시 달서구 도원동,1429,한실들마을,59.76,202401,달서구,도원동
대구광역시 달서구 장기동,813-1,장기초록나라,84.9802,202401,달서구,장기동
대구광역시 달서구 상인동,1591,시영장미3,49.8,202401,달서구,상인동
대구광역시 달서구 이곡동,1258-3,대구성서4주공,59.99,202401,달서구,이곡동
대구광역시 수성구 수성동1가,272-11,우방한가람타운,84.99,202401,수성구,수성동1가
대구광역시 달서구 용산동,414-4,성서6주공,59.99,202401,달서구,용산동
대구광역시 달서구 죽전동,368,죽전그린빌,84.86,202401,달서구,죽전동
대구광역시 수성구 범어동,산103,장원맨션,121.34,202401,수성구,범어동
대구광역시 달서구 용산동,419-5,성서5주공,59.99,202401,달서구,용산동
대구광역시 수성구 범어동,800-11,우방크로바,74.5175,202401,수성구,범어동
대구광역시 달서구 용산동,919,용산2서한화성,77.18,202401,달서구,용산동
대구광역시 수성구 만촌동,1489,만촌자이르네,84.9918,202401,수성구,만촌동
대구광역시 수성구 만촌동,1489,만촌자이르네,84.9918,202401,수성구,만촌동
대구광역시 수성구 사월동,464,사월보성,84.99,202401,수성구,사월동
대구광역시 달서구 본리동,196-1,본리롯데캐슬2차,116.2222,202401,달서구,본리동
대구광역시 수성구 신매동,569,시지대백신화창신맨션,84.99,202401,수성구,신매동
대구광역시 달서구 이곡동,1304-1,성서2동서화성,84.98,202401,달서구,이곡동
대구광역시 수성구 황금동,365,캐슬골드파크5단지,84.97,202401,수성구,황금동
대구광역시 남구 봉덕동,1329-2,대덕1차,84.87,202401,남구,봉덕동
대구광역시 동구 신암동,1833,이안동대구,84.9221,202401,동구,신암동
대구광역시 동구 신암동,1833,이안동대구,74.7839,202401,동구,신암동
대구광역시 중구 대신동,2110,e편한세상대신,59.984,202401,중구,대신동
대구광역시 북구 고성동3가,145,오페라트루엘시민의숲아파트,84.6148,202401,북구,고성동3가
대구광역시 중구 대신동,305-1,태왕아너스스카이,131.3415,202401,중구,대신동
대구광역시 동구 신서동,881,신서청구타운,59.99,202401,동구,신서동
대구광역시 북구 서변동,1793,화성리버파크2,59.9654,202401,북구,서변동
대구광역시 북구 학정동,925,학정청아람,84.66,202401,북구,학정동
대구광역시 동구 효목동,9,동촌강나루타운,59.9931,202401,동구,효목동
대구광역시 중구 수창동,173,대구역센트럴자이,84.6421,202401,중구,수창동
대구광역시 북구 읍내동,455,은호,49.32,202401,북구,읍내동
대구광역시 동구 율암동,1307,호반써밋이스텔라,109.4211,202401,동구,율암동
대구광역시 북구 검단동,1128-3,민들레,59.94,202401,북구,검단동
대구광역시 북구 검단동,887-8,유성청구,47.49,202401,북구,검단동
대구광역시 동구 율암동,1307,호반써밋이스텔라,109.4211,202401,동구,율암동
대구광역시 남구 이천동,121-70,대구이천주공1,49.61,202401,남구,이천동
대구광역시 동구 신천동,538-3,신천역까사밀라101동,24.03,202401,동구,신천동
대구광역시 서구 비산동,679-7,비산하이츠102동,59.7,202401,서구,비산동
대구광역시 동구 용계동,728-1,용계삼산타운,29.64,202401,동구,용계동
대구광역시 중구 남산동,3043,반월당역서한포레스트,84.9779,202401,중구,남산동
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,59.8763,202401,중구,남산동
대구광역시 동구 신암동,1852,동대구해모로스퀘어웨스트,76.7437,202401,동구,신암동
대구광역시 달성군 논공읍 북리,803-4,논공성원아파트,59.4,202401,달성군,논공읍
대구광역시 달성군 옥포읍 본리리,1149,세광무지개마을,43.35,202401,달성군,옥포읍
대구광역시 달성군 유가읍 봉리,625,제일풍경채센트럴,84.9348,202401,달성군,유가읍
대구광역시 달성군 다사읍 죽곡리,814,대실역태왕아너스,59.988,202401,달성군,다사읍
대구광역시 달성군 가창면 용계리,33-20,국태모닝포유,76.1588,202401,달성군,가창면
대구광역시 달서구 본동,276,그린맨션3차,76.23,202401,달서구,본동
대구광역시 달성군 논공읍 북리,803,논공청구타운,59.91,202401,달성군,논공읍
대구광역시 달성군 다사읍 매곡리,1575,다사역삼정그린코아더베스트,59.8348,202401,달성군,다사읍
대구광역시 달성군 다사읍 서재리,1068-5,건영캐스빌,84.991,202401,달성군,다사읍
대구광역시 달성군 논공읍 북리,803,논공청구타운,84.81,202401,달성군,논공읍
대구광역시 달성군 다사읍 세천리,1566-1,다사세천한라비발디,84.287,202401,달성군,다사읍
대구광역시 달서구 송현동,906,송현우방하이츠,84.93,202401,달서구,송현동
대구광역시 달성군 유가읍 봉리,621,우미린더포레스트,84.9803,202401,달성군,유가읍
대구광역시 달성군 구지면 창리,1434,대구국가산단디에트르더센트럴,76.6195,202401,달성군,구지면
대구광역시 달서구 월성동,270,월성주공4단지,58.46,202401,달서구,월성동
대구광역시 달서구 호산동,350,삼성한국형,84.97,202401,달서구,호산동
대구광역시 달성군 다사읍 매곡리,719-2,강창삼산1,59.96,202401,달성군,다사읍
대구광역시 달성군 다사읍 세천리,1566-3,세천삼정그린코아더베스트아파트1단지,59.8042,202401,달성군,다사읍
대구광역시 달성군 유가읍 봉리,595,대구테크노폴리스화성파크드림,67.4305,202401,달성군,유가읍
대구광역시 달서구 본동,616,월성주공5,38.64,202401,달서구,본동
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,84.5453,202401,달서구,대천동
대구광역시 달성군 유가읍 봉리,622,힐데스하임아파트,71.903,202401,달성군,유가읍
대구광역시 북구 매천동,595,청구장미마을,84.96,202401,북구,매천동
대구광역시 수성구 시지동,41,시지월드메르디앙,84.9996,202401,수성구,시지동
대구광역시 수성구 파동,153,대자연맨션1차,84.9,202401,수성구,파동
대구광역시 북구 태전동,1186,협성휴포레강북,84.9982,202401,북구,태전동
대구광역시 달서구 본리동,196-1,본리롯데캐슬2차,76.012,202401,달서구,본리동
대구광역시 달서구 용산동,919,용산2서한화성,84.92,202401,달서구,용산동
대구광역시 달서구 유천동,488,유천포스코더샵,127.9649,202401,달서구,유천동
대구광역시 달서구 이곡동,1194-2,성서대백창신한라타운,59.96,202401,달서구,이곡동
대구광역시 달서구 장기동,814-1,장기파랑새마을,84.9822,202401,달서구,장기동
대구광역시 달서구 도원동,1438,대곡사계절타운,84.965,202401,달서구,도원동
대구광역시 달서구 도원동,1464,서한이다음레이크뷰,59.8924,202401,달서구,도원동
대구광역시 달서구 두류동,2348,두류파크KCC스위첸,59.97,202401,달서구,두류동
대구광역시 수성구 시지동,70,제림은탑맨션,84.99,202401,수성구,시지동
대구광역시 수성구 수성동3가,23,삼성,44.12,202401,수성구,수성동3가
대구광역시 달서구 감삼동,709,힐스테이트죽전역더퍼스트,84.9082,202401,달서구,감삼동
대구광역시 달서구 이곡동,1191,성서보성화성타운,59.95,202401,달서구,이곡동
대구광역시 수성구 두산동,113,수성SK리더스뷰,128.4958,202401,수성구,두산동
대구광역시 수성구 만촌동,1046-10,수성2차e-편한세상,84.9874,202401,수성구,만촌동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,74.96,202401,북구,노원동3가
대구광역시 북구 대현동,535,센트럴파크대현,84.26,202401,북구,대현동
대구광역시 북구 동천동,913,영남네오빌아트,84.8526,202401,북구,동천동
대구광역시 중구 남산동,3006,반월당효성해링턴플레이스,84.9343,202401,중구,남산동
대구광역시 동구 신기동,576,신기모란2차,38.97,202401,동구,신기동
대구광역시 동구 신기동,576-1,화성,59.77,202401,동구,신기동
대구광역시 북구 동변동,679,주공그린빌8,46.2,202401,북구,동변동
대구광역시 동구 율하동,1228,경남모직안아주,59.9811,202401,동구,율하동
대구광역시 동구 봉무동,1537,협성휴포레이시아폴리스,84.9324,202401,동구,봉무동
대구광역시 북구 침산동,1750,침산동2차쌍용예가,84.9894,202401,북구,침산동
대구광역시 동구 신천동,1511,동대구비스타동원,59.9782,202401,동구,신천동
대구광역시 동구 신천동,160-1,화성파크드림이스트밸리,121.6138,202401,동구,신천동
대구광역시 동구 신천동,492,광명,56.42,202401,동구,신천동
대구광역시 서구 평리동,1680,평리푸르지오,59.8925,202401,서구,평리동
대구광역시 서구 평리동,1711,서대구역화성파크드림,84.9957,202401,서구,평리동
대구광역시 동구 신암동,194-1,신암건영캐스빌,58.61,202401,동구,신암동
대구광역시 북구 국우동,1080,그린빌6단지,51.95,202401,북구,국우동
대구광역시 북구 국우동,1238,힐스테이트데시앙도남2단지,84.9628,202401,북구,국우동
대구광역시 북구 국우동,1238,힐스테이트데시앙도남2단지,84.9628,202401,북구,국우동
대구광역시 남구 대명동,1210-8,우방뉴-코스모스,69.12,202401,남구,대명동
대구광역시 동구 각산동,1061,대구혁신에듀포레,74.9,202401,동구,각산동
대구광역시 동구 각산동,425,각산푸르지오1단지,84.929,202401,동구,각산동
대구광역시 동구 용계동,1060,율하역엘크루,84.9142,202401,동구,용계동
대구광역시 북구 칠성동2가,723,칠성동코오롱하늘채,84.8129,202401,북구,칠성동2가
대구광역시 북구 칠성동2가,738,대구역한라하우젠트센텀,84.3074,202401,북구,칠성동2가
대구광역시 북구 칠성동2가,738,대구역한라하우젠트센텀,84.9482,202401,북구,칠성동2가
대구광역시 동구 효목동,55,진로이스트타운,59.79,202401,동구,효목동
대구광역시 동구 효목동,337,태왕메트로시티,84.92,202401,동구,효목동
대구광역시 동구 효목동,337,태왕메트로시티,84.92,202401,동구,효목동
대구광역시 북구 동천동,914,부영그린타운(2단지),59.8488,202401,북구,동천동
대구광역시 북구 학정동,925,학정청아람,84.66,202401,북구,학정동
대구광역시 서구 내당동,463-8,광장타운2차,101.85,202401,서구,내당동
대구광역시 북구 동천동,914,부영그린타운(2단지),81.1718,202401,북구,동천동
대구광역시 동구 신서동,561,아름다운나날3,84.6139,202401,동구,신서동
대구광역시 동구 신천동,621,신천역센트럴리버파크,84.87,202401,동구,신천동
대구광역시 북구 침산동,363-1,침산2청구타운,59.91,202401,북구,침산동
대구광역시 동구 각산동,1030,대구혁신도시서한이다음2차,84.9414,202401,동구,각산동
대구광역시 중구 남산동,Jan.82,까치,33.06,202401,중구,남산동
대구광역시 중구 삼덕동3가,383,삼덕청아람,59.989,202401,중구,삼덕동3가
대구광역시 북구 침산동,1750,침산동2차쌍용예가,84.9894,202401,북구,침산동
대구광역시 동구 각산동,1054,대구혁신엘에이치4단지,59.75,202401,동구,각산동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,84.98,202401,북구,노원동3가
대구광역시 북구 동천동,913,영남네오빌아트,124.8396,202401,북구,동천동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,74.95,202401,북구,노원동3가
대구광역시 북구 고성동3가,145,오페라트루엘시민의숲아파트,75.4311,202401,북구,고성동3가
대구광역시 북구 노원동2가,44,노원동화타운,59.82,202401,북구,노원동2가
대구광역시 달성군 유가읍 봉리,605,호반베르디움,73.9728,202401,달성군,유가읍
대구광역시 달성군 논공읍 남리,224-116,"경일(4,5,6,7,8)",32.49,202401,달성군,논공읍
대구광역시 달성군 다사읍 매곡리,622,다사한일유앤아이,84.86,202401,달성군,다사읍
대구광역시 달성군 다사읍 매곡리,1538,대실역청아람2단지,84.9851,202401,달성군,다사읍
대구광역시 달성군 다사읍 매곡리,1538,대실역청아람2단지,84.9851,202401,달성군,다사읍
대구광역시 달성군 다사읍 서재리,145,서재보성1,59.98,202401,달성군,다사읍
대구광역시 달성군 다사읍 서재리,145,서재보성1,59.98,202401,달성군,다사읍
대구광역시 달서구 본동,747,빌리브클라쎄,84.9454,202401,달서구,본동
대구광역시 달서구 본동,747,빌리브클라쎄,84.9454,202401,달서구,본동
대구광역시 달성군 다사읍 서재리,1125,에코폴리스동화아이위시2차,63.8913,202401,달성군,다사읍
대구광역시 달서구 월성동,120,월성푸르지오,84.9232,202401,달서구,월성동
대구광역시 달서구 월성동,1835,월배e-편한세상,84.9908,202401,달서구,월성동
대구광역시 달성군 다사읍 죽곡리,818,대실역리슈빌3단지,84.6695,202401,달성군,다사읍
대구광역시 달성군 논공읍 북리,803,논공청구타운,59.91,202401,달성군,논공읍
대구광역시 달서구 상인동,1596,상인화성파크드림2단지,119.22,202401,달서구,상인동
대구광역시 달서구 본리동,210-1,성당우방,78.3,202401,달서구,본리동
대구광역시 달서구 본리동,196-1,본리롯데캐슬2차,84.986,202401,달서구,본리동
대구광역시 달서구 본리동,196-1,본리롯데캐슬2차,84.986,202401,달서구,본리동
대구광역시 북구 태전동,1181,이진캐스빌,59.8818,202401,북구,태전동
대구광역시 북구 관음동,1374,칠곡서한맨션,84.81,202401,북구,관음동
대구광역시 달서구 이곡동,1304-1,성서2동서화성,59.99,202401,달서구,이곡동
대구광역시 달서구 이곡동,1304-1,성서2동서화성,59.99,202401,달서구,이곡동
대구광역시 달서구 진천동,1월 15일,월배역포스코더샵,128.0799,202401,달서구,진천동
대구광역시 북구 태전동,1181,이진캐스빌,59.8818,202401,북구,태전동
대구광역시 수성구 신매동,570,시지삼주한라협화,59.88,202401,수성구,신매동
대구광역시 달서구 진천동,Jan.66,월배역우인그레이스,84.7084,202401,달서구,진천동
대구광역시 달서구 도원동,1429,한실들마을,59.76,202401,달서구,도원동
대구광역시 달서구 도원동,1429,한실들마을,59.76,202401,달서구,도원동
대구광역시 수성구 수성동1가,259-40,수성대백인터빌,59.9388,202401,수성구,수성동1가
대구광역시 수성구 수성동4가,1090-5,쌍용화성,60.0,202401,수성구,수성동4가
대구광역시 달서구 상인동,1600,상인역모아엘가파크뷰,59.99,202401,달서구,상인동
대구광역시 수성구 시지동,41,시지월드메르디앙,84.9996,202401,수성구,시지동
대구광역시 달서구 성당동,Jan.87,성당에덴타운,59.97,202401,달서구,성당동
대구광역시 수성구 지산동,1270,청구타운,84.9,202401,수성구,지산동
대구광역시 수성구 사월동,500,시지대성유니드,84.8691,202401,수성구,사월동
대구광역시 수성구 만촌동,1429,메트로팔레스3,84.93,202401,수성구,만촌동
대구광역시 수성구 파동,53,수성못코오롱하늘채,84.8355,202401,수성구,파동
대구광역시 북구 태전동,1181,이진캐스빌,59.8818,202401,북구,태전동
대구광역시 수성구 범어동,2240,e편한세상범어,84.9557,202401,수성구,범어동
대구광역시 달서구 용산동,911,용산파크타운,84.85,202401,달서구,용산동
대구광역시 달서구 용산동,419-1,한마음,59.95,202401,달서구,용산동
대구광역시 수성구 수성동3가,289,수성코오롱하늘채,127.0598,202401,수성구,수성동3가
대구광역시 북구 태전동,1181,이진캐스빌,67.7253,202401,북구,태전동
대구광역시 수성구 범어동,2240,e편한세상범어,84.9557,202401,수성구,범어동
대구광역시 북구 관음동,1383-1,칠곡동화타운,59.9037,202401,북구,관음동
대구광역시 북구 관음동,1370,칠곡한양2,59.82,202401,북구,관음동
대구광역시 북구 태전동,420-5,강북화성파크드림,84.9272,202401,북구,태전동
대구광역시 수성구 황금동,365,캐슬골드파크2단지,74.62,202401,수성구,황금동
대구광역시 수성구 중동,650,수성골드클래스더센텀,84.974,202401,수성구,중동
대구광역시 수성구 만촌동,1429-5,메트로팔레스5,74.91,202401,수성구,만촌동
대구광역시 북구 연경동,943,연경금성백조예미지숲속의아침,101.9922,202401,북구,연경동
대구광역시 달서구 진천동,Jan.66,월배역우인그레이스,84.7084,202401,달서구,진천동
대구광역시 북구 매천동,750,한신더휴웨스턴팰리스,69.9802,202401,북구,매천동
대구광역시 달서구 감삼동,702,삼정브리티시용산,59.8282,202401,달서구,감삼동
대구광역시 수성구 범어동,2257,범어센트럴푸르지오,84.955,202401,수성구,범어동
대구광역시 북구 연경동,943,연경금성백조예미지숲속의아침,101.9922,202401,북구,연경동
대구광역시 달서구 용산동,807,용산우방,59.865,202401,달서구,용산동
대구광역시 달서구 상인동,1598,상인푸르지오,84.2754,202401,달서구,상인동
대구광역시 수성구 신매동,10월 31일,한라하우젠트,84.9639,202401,수성구,신매동
대구광역시 수성구 시지동,600,고산역화성파크드림,84.8338,202401,수성구,시지동
대구광역시 북구 복현동,713,e편한세상복현,74.9863,202401,북구,복현동
대구광역시 동구 신천동,1507,동대구반도유보라,59.9327,202401,동구,신천동
대구광역시 서구 내당동,308-11,삼익뉴타운,46.21,202401,서구,내당동
대구광역시 북구 읍내동,1234-7,칠곡한서타운,59.85,202401,북구,읍내동
대구광역시 북구 복현동,368-1,광명,46.625,202401,북구,복현동
대구광역시 동구 신암동,766,신암뜨란채,59.44,202401,동구,신암동
대구광역시 중구 남산동,3049,청라힐스자이,84.8688,202401,중구,남산동
대구광역시 남구 대명동,3060,교대역동서프라임36.5,84.3316,202401,남구,대명동
대구광역시 서구 평리동,1676,평리롯데캐슬,84.9639,202401,서구,평리동
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,84.5453,202401,달서구,대천동
대구광역시 달성군 논공읍 북리,803-4,논공성원아파트,59.34,202401,달성군,논공읍
대구광역시 달성군 다사읍 세천리,1588,북죽곡엠코타운더솔레뉴,69.1801,202401,달성군,다사읍
대구광역시 달성군 논공읍 북리,824-178,평광현대3,54.69,202401,달성군,논공읍
대구광역시 달성군 다사읍 서재리,146-7,서재우방타운,78.15,202401,달성군,다사읍
대구광역시 달성군 다사읍 죽곡리,870,죽곡 한신 휴 플러스,74.99,202401,달성군,다사읍
대구광역시 달성군 유가읍 봉리,605,호반베르디움,73.9728,202401,달성군,유가읍
대구광역시 달서구 본동,616,월성주공5,38.64,202401,달서구,본동
대구광역시 달서구 대곡동,77,대곡청구,84.95,202401,달서구,대곡동
대구광역시 달서구 대곡동,1012,삼성래미안1,59.86,202401,달서구,대곡동
대구광역시 달성군 유가읍 봉리,622,힐데스하임아파트,84.9809,202401,달성군,유가읍
대구광역시 달서구 송현동,906,송현우방하이츠,59.99,202401,달서구,송현동
대구광역시 달서구 송현동,906,송현우방하이츠,59.99,202401,달서구,송현동
대구광역시 달성군 화원읍 구라리,1650,대곡역래미안,84.5958,202401,달성군,화원읍
대구광역시 달성군 다사읍 죽곡리,818,대실역리슈빌3단지,84.9837,202401,달성군,다사읍
대구광역시 달서구 월성동,500-9,월성우방타운,84.995,202401,달서구,월성동
대구광역시 달서구 월성동,270,월성주공4단지,58.46,202401,달서구,월성동
대구광역시 달서구 월성동,364,월성보성1,58.11,202401,달서구,월성동
대구광역시 달서구 월성동,120,월성푸르지오,101.8646,202401,달서구,월성동
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,84.455,202401,달서구,대천동
대구광역시 달서구 월성동,1835,월배e-편한세상,84.9908,202401,달서구,월성동
대구광역시 달성군 구지면 창리,1434,대구국가산단디에트르더센트럴,76.6195,202401,달성군,구지면
대구광역시 달서구 월성동,1835,월배e-편한세상,59.9694,202401,달서구,월성동
대구광역시 달서구 월성동,1894,월성삼정그린코아에듀파크,84.6758,202401,달서구,월성동
대구광역시 달성군 다사읍 매곡리,719-1,강창우방타운,84.95,202401,달성군,다사읍
대구광역시 달성군 다사읍 서재리,1118,에코폴리스 동화아이위시,59.9943,202401,달성군,다사읍
대구광역시 달성군 논공읍 북리,824-178,평광현대3,59.82,202401,달성군,논공읍
대구광역시 달성군 다사읍 서재리,1118,에코폴리스 동화아이위시,59.9943,202401,달성군,다사읍
대구광역시 달성군 다사읍 서재리,1131,에코폴리스동화아이위시3차,62.463,202401,달성군,다사읍
대구광역시 달성군 옥포읍 본리리,2590,미진이지비아,59.9907,202401,달성군,옥포읍
대구광역시 달성군 구지면 응암리,1210,과학마을청아람,39.916,202401,달성군,구지면
대구광역시 달성군 옥포읍 본리리,2649,달성삼환나우빌,84.9907,202401,달성군,옥포읍
대구광역시 달성군 다사읍 매곡리,1537,대실역청아람1단지,59.9748,202401,달성군,다사읍
대구광역시 달성군 논공읍 남리,573-2,평광현대4,59.92,202401,달성군,논공읍
대구광역시 달성군 현풍읍 중리,480,대구테크노폴리스남해오네뜨1차,59.9573,202401,달성군,현풍읍
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,84.5453,202401,달서구,대천동
대구광역시 수성구 매호동,1330,누리타운,59.97,202401,수성구,매호동
대구광역시 수성구 범어동,2250,범어효성해링턴플레이스,84.991,202401,수성구,범어동
대구광역시 달서구 감삼동,704,죽전역동화아이위시,82.037,202401,달서구,감삼동
대구광역시 수성구 범물동,1328,서한화성타운,84.575,202401,수성구,범물동
대구광역시 수성구 범어동,Jul.77,범어삼성쉐르빌,118.5173,202401,수성구,범어동
대구광역시 달서구 이곡동,1189-2,성서동서서한,49.26,202401,달서구,이곡동
대구광역시 수성구 범어동,371,궁전맨션,131.16,202401,수성구,범어동
대구광역시 북구 태전동,1181,이진캐스빌,59.8818,202401,북구,태전동
